loan_id,application_date,loan_amount,interest_rate,term_months,loan_status,customer_income,customer_credit_score,employment_length
2550,2029-03-24,6888.72,11.06,24,Rejected,23853.15,754,>10 years
2551,2036-05-01,27074.53,07.09,24,Approved,38243.73,635,5-10 years
2552,2027-12-20,46860.23,4.22,12,Approved,31019.28,423,5-10 years
2553,2029-08-23,15763.43,11.79,36,Approved,54220.03,754,5-10 years
2554,2035-01-20,43542.29,22.93,60,Approved,77446.02,313,>10 years
2555,2036-05-06,38322.73,8.64,24,Approved,103466.92,715,5-10 years
2556,2029-12-26,,7.94,12,Approved,85108.06,326,5-10 years
2557,2033-01-05,2298.87,24.35,60,Rejected,137413.91,349,3-5 years
2558,2023-01-08,5541.44,04.04,36,Approved,142181.27,486,1-3 years
2559,2029-12-30,36560.45,20.39,24,Approved,-41257.72,356,5-10 years
2560,2024-04-20,10383.65,10.41,24,Approved,130878.68,333,<1 year
2561,2029-01-20,18877.91,4.31,12,Pending,82623.89,837,<1 year
2562,2024-04-29,25334.11,23.23,12,Pending,78932.83,670,3-5 years
2563,2035-09-29,36410.67,6.5,36,Pending,122042.12,385,>10 years
2564,2029-04-04,6104.95,15.36,24,Approved,32108.27,459,>10 years
2565,2035-06-30,20615.14,9.39,12,Approved,134724.11,724,>10 years
2566,2032-08-26,24511.11,4.9,24,Rejected,107212.24,405,5-10 years
2567,2032-02-22,,4.57,36,Rejected,133784.01,690,>10 years
2568,2030-09-23,41008.85,5.98,24,Approved,149282.09,811,>10 years
2569,2036-07-14,8998.07,05.03,60,Approved,87340.58,574,1-3 years
2570,2031-01-03,40487.66,19.85,24,Approved,32124.09,588,5-10 years
2571,2023-09-16,34797.48,13.94,48,Approved,41648.1,557,5-10 years
2572,2023-10-10,28015.61,10.87,48,Rejected,62070.37,519,<1 year
2573,2028-03-13,35126.63,,36,Pending,33461.88,826,<1 year
2574,2034-04-28,20894.88,23.47,36,Approved,125994.44,832,1-3 years
2575,2031-02-24,7350.68,23.08,36,Approved,58592.82,358,3-5 years
2576,2029-03-17,33455.38,18.89,60,Defaulted,146865.2,659,5-10 years
2577,2031-10-06,26471.28,22.52,60,Rejected,-111336.89,412,<1 year
2578,2024-09-04,32149.05,10.37,24,Rejected,42545.95,575,>10 years
2579,2024-11-18,17230.94,11.69,12,Approved,81885.54,556,5-10 years
2580,2033-02-07,45389.9,16.69,48,Pending,80694.95,628,5-10 years
2581,2024-09-04,29574.81,16.91,48,Approved,84026.52,534,5-10 years
2582,2029-04-26,4727.42,13.86,48,Approved,89639.85,350,<1 year
2583,2031-04-02,22765.3,12.11,24,Approved,24052.5,520,1-3 years
2584,2027-11-17,37939.62,24.7,24,Pending,109219.15,529,<1 year
2585,2030-02-04,39809.66,21.15,36,Approved,83334.93,521,>10 years
2586,2030-05-20,24982.55,12.85,12,Rejected,122825.5,353,>10 years
2587,2033-11-02,44790.0,19.14,36,Approved,125995.44,572,3-5 years
2588,2024-07-28,13749.59,9.3,24,Approved,49969.57,497,<1 year
2589,2028-03-25,20824.64,5.65,60,Approved,26294.98,427,<1 year
2590,2032-11-13,44980.55,11.08,36,Approved,111420.4,308,3-5 years
2591,2024-10-31,44864.71,12.16,24,Approved,147109.16,526,3-5 years
2592,2034-12-13,34442.78,3.86,24,Approved,78065.54,433,5-10 years
2593,2026-07-07,43019.54,21.02,60,Approved,53749.67,315,5-10 years
2594,2025-07-12,4894.28,11.22,60,Approved,40367.35,514,>10 years
2595,2026-01-30,43317.25,15.98,60,Pending,57367.93,411,1-3 years
2596,2027-03-10,16370.69,05.09,12,Approved,62629.54,456,>10 years
2597,2027-05-14,9327.41,7.26,24,Pending,75103.72,724,<1 year
2598,2023-09-04,12348.81,22.63,60,Pending,105202.93,751,1-3 years
2599,2033-02-28,21189.44,16.59,12,Approved,55511.2,617,5-10 years
2600,2027-04-10,12934.0,23.93,48,Rejected,26626.98,659,3-5 years
2601,2029-07-28,16368.1,24.97,48,Pending,68526.22,675,3-5 years
2602,2029-02-21,7181.44,11.49,48,Approved,131231.85,595,>10 years
2603,2033-07-31,15160.75,9.92,24,Defaulted,84785.7,497,<1 year
2604,2028-04-23,28828.05,21.95,12,Rejected,145421.89,697,<1 year
2605,2031-05-28,22371.76,,12,Defaulted,85470.8,541,3-5 years
2606,2023-08-15,17662.58,17.04,48,Pending,55866.85,728,>10 years
2607,2032-09-17,37449.38,20.6,36,Approved,45130.82,305,>10 years
2608,2023-09-22,44728.74,20.31,48,Approved,110288.18,617,5-10 years
2609,2026-10-27,,11.14,24,Pending,89729.57,511,5-10 years
2610,2032-09-27,16934.03,15.85,48,Defaulted,98519.86,572,5-10 years
2611,2024-10-07,37349.89,21.41,48,Pending,118166.48,383,1-3 years
2612,2031-03-10,8023.02,18.29,12,Rejected,114367.45,659,>10 years
2613,2028-03-14,6950.74,3.96,48,Approved,-25637.23,680,>10 years
2614,2029-11-09,17608.54,10.74,60,Approved,124334.35,839,5-10 years
2615,2030-08-04,40481.27,6.61,60,Defaulted,89251.43,440,3-5 years
2616,2026-02-28,12694.24,8.51,36,Rejected,70922.11,809,5-10 years
2617,2024-08-10,3631.04,22.97,24,Defaulted,89877.53,472,1-3 years
2618,2035-07-08,7019.62,4.29,24,Rejected,99618.69,319,3-5 years
2619,2027-12-27,43007.88,8.23,12,Approved,39435.82,802,>10 years
2620,2025-09-12,31872.27,10.16,24,Pending,74264.0,526,1-3 years
2621,2034-03-03,13033.46,16.76,36,Defaulted,63626.21,408,1-3 years
2622,2032-03-02,27987.14,14.98,60,Pending,65553.16,619,3-5 years
2623,2033-06-28,26615.19,,12,Approved,31873.54,607,5-10 years
2624,2026-05-26,32944.08,07.03,60,Approved,40779.65,386,5-10 years
2625,2023-07-09,12042.78,8.59,36,Pending,41038.17,527,<1 year
2626,2025-09-07,43287.95,14.3,12,Approved,68519.22,609,3-5 years
2627,2027-08-26,15813.74,9.33,48,Rejected,136283.9,678,5-10 years
2628,2027-09-12,34859.52,,24,Approved,46783.56,684,1-3 years
2629,2030-02-06,1298.17,13.47,36,Approved,74105.03,412,5-10 years
2630,2034-04-29,18946.53,4.76,12,Rejected,-60509.22,592,5-10 years
2631,2035-02-20,17909.64,19.18,60,Approved,122359.83,604,1-3 years
2632,2026-01-03,27402.48,10.57,12,Rejected,26516.44,590,3-5 years
2633,2029-05-15,4100.44,17.55,48,Approved,45550.64,404,<1 year
2634,2031-11-22,39611.5,9.51,36,Defaulted,47383.4,590,5-10 years
2635,2025-06-14,499733.0,15.77,12,Approved,149085.16,776,5-10 years
2636,2027-08-02,34013.37,20.1,36,Approved,94200.75,820,5-10 years
2637,2030-12-19,40259.0,23.45,36,Rejected,38064.57,359,3-5 years
2638,2025-07-19,28312.91,,60,Rejected,55385.89,611,1-3 years
2639,2035-01-02,37173.72,10.7,24,Approved,41816.87,405,1-3 years
2640,2024-12-24,33262.09,13.48,48,Defaulted,36198.59,388,1-3 years
2641,2031-01-19,18098.72,23.43,12,Pending,123633.66,567,1-3 years
2642,2025-12-25,40538.5,,24,Defaulted,84447.84,418,1-3 years
2643,2035-07-15,15087.72,5.43,60,Pending,102057.32,744,1-3 years
2644,2025-07-24,28775.04,6.34,24,Approved,63062.66,728,5-10 years
2645,2029-04-14,37397.19,14.15,36,Approved,91980.36,650,5-10 years
2646,2023-06-05,19258.32,,36,Approved,53483.97,605,1-3 years
2647,2025-12-06,15487.0,10.93,48,Pending,60044.72,-50,1-3 years
2648,2028-05-12,23237.63,6.69,12,Approved,104790.93,322,3-5 years
2649,2029-11-06,40989.19,17.17,12,Approved,39545.52,389,3-5 years
2650,2034-07-21,46531.13,23.91,60,Approved,100238.84,770,>10 years
2651,2033-06-27,27481.63,24.93,48,Approved,130790.53,392,5-10 years
2652,2025-05-04,33242.58,11.57,12,Rejected,35655.02,584,1-3 years
2653,2024-10-01,45212.04,16.38,36,Pending,136669.97,608,5-10 years
2654,2029-02-16,5378.07,21.91,48,Rejected,30327.94,835,>10 years
2655,2027-05-22,11987.89,06.03,24,Defaulted,65358.2,675,3-5 years
2656,2024-03-17,35590.55,18.33,48,Pending,99366.21,798,>10 years
2657,2035-09-03,41275.35,12.29,48,Defaulted,-92723.92,441,<1 year
2658,2026-08-29,42922.94,7.93,12,Approved,32530.84,351,3-5 years
2659,2033-02-17,21047.81,12.16,60,Approved,123858.71,369,5-10 years
2660,2025-08-06,4922.33,5.13,60,Approved,146509.93,559,3-5 years
2661,2032-03-27,22170.18,18.45,12,Approved,43559.68,592,>10 years
2662,2024-04-04,11921.36,8.93,12,Rejected,136367.03,677,1-3 years
2663,2035-09-21,14914.22,10.2,12,Pending,92385.23,338,>10 years
2664,2024-01-28,38727.24,6.1,60,Approved,141671.39,647,>10 years
2665,2033-10-13,4238.59,22.09,12,Rejected,42891.17,824,1-3 years
2666,2027-11-23,41465.27,14.11,24,Pending,122962.78,805,5-10 years
2667,2036-07-11,21669.62,15.8,24,Approved,27771.6,681,5-10 years
2668,2029-03-07,30005.16,15.74,36,Pending,134815.54,724,3-5 years
2669,2026-02-12,4937.79,12.33,24,Defaulted,107640.72,735,>10 years
2670,2033-06-05,17199.27,7.64,48,Rejected,68133.12,621,3-5 years
2671,2035-12-25,4940.2,19.52,36,Pending,44760.69,549,1-3 years
2672,2029-09-20,48096.41,6.23,24,Approved,126149.3,479,<1 year
2673,2027-01-06,40459.45,5.73,48,Approved,98421.37,328,5-10 years
2674,2033-01-22,23251.82,18.77,24,Approved,66854.06,795,1-3 years
2675,2026-10-09,11568.33,7.99,48,Rejected,77698.66,625,5-10 years
2676,2030-02-10,46706.03,10.1,12,Approved,127450.55,486,3-5 years
2677,2023-05-22,17557.53,13.72,48,Approved,64060.54,354,<1 year
2678,2030-04-13,8468.73,13.16,12,Defaulted,31652.25,813,>10 years
2679,2035-08-02,28376.64,18.73,48,Rejected,138466.68,709,5-10 years
2680,2025-04-19,47216.82,16.9,48,Pending,70354.69,316,>10 years
2681,2032-11-27,689.6,17.35,24,Approved,65290.38,387,3-5 years
2682,2033-09-22,,18.85,48,Approved,46571.95,522,5-10 years
2683,2024-08-18,46953.16,9.79,24,Approved,136664.93,357,3-5 years
2684,2028-03-19,8968.76,10.43,48,Pending,48275.69,529,>10 years
2685,2023-10-08,6105.55,12.92,60,Approved,102767.47,453,3-5 years
2686,2024-02-28,28724.27,10.11,36,Rejected,134499.45,572,3-5 years
2687,2034-12-14,43161.27,,24,Defaulted,24538.77,345,3-5 years
2688,2034-08-20,24116.94,21.0,24,Approved,127742.92,751,1-3 years
2689,2027-10-17,49730.93,07.04,12,Approved,73377.92,605,1-3 years
2690,2036-01-10,34119.0,3.62,60,Rejected,105536.69,726,5-10 years
2691,2028-05-21,4166.71,4.42,12,Defaulted,68412.59,417,3-5 years
2692,2034-03-12,49645.19,8.75,60,Rejected,110417.11,550,3-5 years
2693,2034-06-10,20690.76,5.96,60,Approved,53058.34,702,3-5 years
2694,2031-01-25,14726.43,14.97,48,Approved,22850.97,499,1-3 years
2695,2026-12-20,28115.02,21.95,12,Rejected,143212.38,445,>10 years
2696,2029-05-20,15563.23,19.34,36,Pending,22127.81,350,3-5 years
2697,2029-01-29,4779.65,8.14,60,Approved,127132.91,667,<1 year
2698,2033-05-17,570.7,12.08,60,Pending,41987.89,619,5-10 years
2699,2030-09-11,22754.38,14.42,24,Rejected,70988.63,498,1-3 years
2700,2035-12-12,41924.74,20.92,48,Approved,126924.01,740,>10 years
2701,2027-03-12,28829.6,21.54,36,Rejected,-46771.18,444,<1 year
2702,2036-05-14,,23.06,60,Approved,132541.99,358,3-5 years
2703,2031-03-10,14698.91,14.45,24,Rejected,84708.66,442,1-3 years
2704,2035-04-21,14382.53,18.43,12,Pending,67599.95,522,3-5 years
2705,2026-02-17,8407.6,5.9,60,Approved,106116.91,399,5-10 years
2706,2025-07-22,8621.15,15.65,24,Rejected,64380.66,325,1-3 years
2707,2026-12-31,14616.74,8.85,12,Rejected,65147.49,731,<1 year
2708,2030-06-16,39745.58,12.78,48,Defaulted,115358.43,825,>10 years
2709,2029-11-17,45334.96,17.13,12,Approved,60278.19,421,>10 years
2710,2023-10-13,48766.81,09.03,60,Pending,46100.44,764,5-10 years
2711,2023-09-22,11998.34,4.62,36,Pending,124994.0,564,>10 years
2712,2029-06-25,44124.23,3.72,12,Pending,124698.23,306,>10 years
2713,2032-06-09,16748.63,3.98,36,Rejected,84686.14,519,5-10 years
2714,2036-06-17,6085.61,3.68,36,Approved,88465.23,695,<1 year
2715,2027-10-29,43566.23,5.87,12,Approved,110489.96,756,1-3 years
2716,2031-05-07,31987.23,8.65,48,Pending,86205.66,407,1-3 years
2717,2029-07-09,,8.26,12,Approved,74215.19,791,5-10 years
2718,2029-03-19,21776.65,24.72,24,Defaulted,149336.25,759,3-5 years
2719,2023-02-10,14719.26,10.08,36,Pending,39193.26,308,5-10 years
2720,2023-03-09,36971.33,6.24,60,Approved,97054.64,666,5-10 years
2721,2025-09-14,22944.1,15.23,36,Rejected,135162.19,424,5-10 years
2722,2033-12-22,49469.36,21.95,60,Approved,109337.96,461,5-10 years
2723,2031-10-04,3209.88,18.08,24,Pending,134520.03,335,>10 years
2724,2036-02-12,18073.26,9.87,24,Approved,63723.51,303,>10 years
2725,2029-11-29,24354.06,15.57,24,Approved,55359.09,712,<1 year
2726,2025-12-21,25405.11,18.87,12,Approved,130665.41,386,5-10 years
2727,2029-10-15,16138.82,19.15,36,Pending,71234.89,782,1-3 years
2728,2027-08-21,36597.39,17.83,60,Approved,112258.7,357,3-5 years
2729,2029-05-04,43799.98,22.22,24,Approved,39207.32,439,>10 years
2730,2025-02-17,46966.61,22.21,24,Approved,118258.96,471,1-3 years
2731,2035-07-26,40352.12,15.95,60,Approved,91367.74,559,>10 years
2732,2027-05-05,42603.72,12.74,36,Defaulted,54919.51,794,<1 year
2733,2027-02-01,27751.99,17.29,36,Approved,84285.52,324,3-5 years
2734,2024-10-22,41381.47,21.09,60,Rejected,110602.67,497,>10 years
2735,2026-09-10,15523.44,3.62,48,Pending,21545.23,722,3-5 years
2736,2026-07-23,20224.7,24.83,36,Pending,102870.72,417,3-5 years
2737,2033-10-15,16187.19,7.43,60,Approved,90406.8,305,1-3 years
2738,2028-06-09,,13.61,60,Defaulted,48637.2,396,>10 years
2739,2028-08-06,14636.19,22.25,24,Approved,117887.54,371,3-5 years
2740,2032-08-17,48099.77,8.34,60,Pending,59449.93,731,5-10 years
2741,2025-11-24,15985.81,13.75,12,Defaulted,55991.92,679,3-5 years
2742,2025-09-03,5353.2,6.35,24,Rejected,81258.39,849,3-5 years
2743,2035-07-14,26577.45,11.99,24,Pending,107899.46,355,>10 years
2744,2024-12-28,3326.4,7.31,36,Defaulted,140749.98,402,5-10 years
2745,2029-12-02,5971.89,11.32,48,Rejected,38376.44,515,3-5 years
2746,2031-08-03,11359.77,11.53,36,Approved,71540.86,320,>10 years
2747,2023-12-09,23485.34,24.85,12,Approved,28708.65,509,>10 years
2748,2026-12-18,21945.92,24.89,24,Approved,118611.6,590,3-5 years
2749,2029-07-07,40084.75,5.97,24,Approved,78205.28,487,<1 year
2750,2033-01-07,37104.0,19.11,60,Rejected,111900.79,450,<1 year
2751,2024-06-10,21602.76,4.61,48,Pending,61885.28,490,1-3 years
2752,2028-03-11,17018.36,4.15,48,Approved,129761.24,706,<1 year
2753,2036-01-07,16165.2,5.76,60,Rejected,89527.65,513,<1 year
2754,2028-09-04,38812.76,24.26,12,Approved,142669.02,777,>10 years
2755,2036-06-16,3077.58,23.73,48,Defaulted,30245.9,493,>10 years
2756,2024-02-10,1134.67,7.67,24,Defaulted,86855.99,549,3-5 years
2757,2027-04-23,39879.45,6.98,12,Defaulted,119639.18,340,3-5 years
2758,2035-08-06,24118.75,8.67,36,Rejected,98019.84,669,>10 years
2759,2033-03-29,6978.62,14.58,36,Approved,23015.24,319,3-5 years
2760,2034-09-14,12160.51,15.75,12,Pending,146404.03,308,>10 years
2761,2034-07-29,46658.95,8.26,24,Approved,58774.28,502,<1 year
2762,2028-01-21,43045.4,19.77,36,Approved,52406.12,317,3-5 years
2763,2027-01-18,,10.16,24,Pending,83135.78,618,<1 year
2764,2029-07-23,24370.15,23.33,60,Approved,90480.55,581,1-3 years
2765,2025-02-10,26256.02,17.62,48,Defaulted,119617.46,775,3-5 years
2766,2024-08-01,48774.6,12.88,12,Defaulted,71125.58,551,>10 years
2767,2030-12-11,48305.64,20.48,48,Approved,77194.85,639,>10 years
2768,2023-07-13,11155.82,21.09,60,Pending,89544.79,761,1-3 years
2769,2028-06-30,40649.68,9.75,36,Approved,71270.32,700,>10 years
2770,2026-03-31,10263.51,10.8,24,Rejected,138891.25,670,<1 year
2771,2029-07-22,11070.11,23.62,24,Pending,130662.76,581,>10 years
2772,2031-03-18,33966.61,07.04,60,Approved,79146.58,689,1-3 years
2773,2027-11-28,20547.55,4.41,12,Approved,20025.33,636,5-10 years
2774,2026-01-15,46611.45,13.26,48,Approved,137121.48,644,5-10 years
2775,2033-12-19,4905.98,20.73,36,Defaulted,36163.75,818,<1 year
2776,2029-03-11,25820.52,20.09,12,Approved,51786.61,572,5-10 years
2777,2033-03-25,45966.82,23.27,60,Approved,39806.97,552,>10 years
2778,2033-05-21,45253.63,14.96,60,Rejected,43376.02,673,1-3 years
2779,2028-04-20,8248.2,5.65,24,Rejected,124374.08,305,<1 year
2780,2036-05-07,18648.57,16.16,36,Rejected,95335.19,713,5-10 years
2781,2034-12-06,31146.51,20.24,12,Pending,144292.37,797,>10 years
2782,2024-12-30,8390.05,5.51,24,Pending,50088.96,355,>10 years
2783,2034-12-27,48417.1,7.21,36,Pending,83132.54,697,3-5 years
2784,2032-06-13,45780.09,,48,Approved,147065.69,537,3-5 years
2785,2035-03-16,8764.03,16.26,48,Pending,127437.66,789,1-3 years
2786,2035-06-03,6497.2,22.56,24,Approved,114720.04,321,<1 year
2787,2028-11-10,4727.72,17.92,12,Approved,44566.78,740,5-10 years
2788,2027-07-03,45517.46,24.61,36,Defaulted,120022.7,340,5-10 years
2789,2030-09-01,10084.38,4.86,48,Approved,65183.47,557,>10 years
2790,2036-08-02,21106.1,22.91,48,Defaulted,88969.8,750,5-10 years
2791,2023-05-22,22718.14,21.0,12,Approved,99190.96,347,1-3 years
2792,2026-12-26,30151.05,10.26,24,Approved,99217.28,802,3-5 years
2793,2036-02-18,4050.9,24.43,60,Pending,114448.05,438,>10 years
2794,2028-09-27,11724.55,9.69,36,Rejected,106021.27,501,<1 year
2795,2026-08-18,46608.77,22.62,48,Pending,28888.21,808,>10 years
2796,2036-08-16,45466.3,22.44,60,Rejected,79455.11,585,5-10 years
2797,2026-04-28,39173.89,19.79,12,Approved,106322.81,532,1-3 years
2798,2026-03-05,1460.36,15.61,24,Defaulted,58479.09,615,<1 year
2799,2035-09-25,16686.84,06.08,36,Approved,60697.37,760,>10 years
2800,2035-04-27,31583.96,14.94,12,Rejected,36193.78,1000,5-10 years
2801,2036-08-27,14121.92,11.17,24,Approved,74419.95,620,>10 years
2802,2035-11-11,45524.54,20.53,12,Rejected,148287.96,474,<1 year
2803,2023-12-07,31877.53,19.8,48,Pending,57091.52,338,5-10 years
2804,2033-06-25,4059.38,23.08,48,Approved,89086.8,732,3-5 years
2805,2028-05-22,45495.78,3.82,60,Defaulted,116620.84,784,<1 year
2806,2024-12-04,47909.45,20.9,12,Approved,21754.65,357,3-5 years
2807,2035-01-31,4346.76,23.68,48,Approved,137057.14,795,3-5 years
2808,2029-08-26,26851.83,20.47,24,Rejected,70251.52,433,5-10 years
2809,2027-12-06,15516.53,6.3,60,Approved,132985.08,808,>10 years
2810,2036-06-13,19945.53,5.25,36,Approved,25063.2,455,>10 years
2811,2035-09-23,9392.74,3.95,12,Pending,38936.26,500,1-3 years
2812,2025-05-05,29114.57,17.02,48,Rejected,61928.83,798,<1 year
2813,2027-12-18,47919.98,17.04,24,Approved,64910.03,701,<1 year
2814,2030-11-06,25402.09,24.72,12,Pending,130213.25,795,5-10 years
2815,2032-12-21,4604.27,12.06,24,Rejected,21456.15,787,5-10 years
2816,2023-07-02,31190.07,10.64,60,Rejected,103344.53,459,1-3 years
2817,2031-07-10,17341.04,16.93,48,Defaulted,37070.62,510,1-3 years
2818,2035-04-20,42868.3,21.25,48,Rejected,127018.03,752,3-5 years
2819,2027-02-26,22016.57,23.64,60,Pending,121214.52,369,1-3 years
2820,2026-09-18,10045.56,20.77,24,Approved,84989.73,613,>10 years
2821,2028-12-14,9959.73,12.67,12,Approved,47649.34,730,3-5 years
2822,2032-12-08,38553.83,17.15,24,Rejected,102484.4,681,1-3 years
2823,2032-12-07,13646.59,21.91,12,Defaulted,40313.58,466,>10 years
2824,2034-03-20,38478.05,14.05,60,Rejected,44703.09,690,>10 years
2825,2031-11-14,10691.42,8.16,36,Approved,101469.69,618,3-5 years
2826,2033-02-08,16423.48,7.15,12,Approved,148859.7,416,3-5 years
2827,2023-01-19,23541.61,3.5,48,Pending,135837.91,811,>10 years
2828,2032-04-26,47188.19,18.94,48,Pending,97103.96,502,5-10 years
2829,2035-10-24,46620.71,5.89,48,Rejected,90009.78,461,3-5 years
2830,2035-06-18,10740.16,8.74,24,Pending,149790.03,761,<1 year
2831,2031-03-24,18231.84,9.9,24,Approved,91161.63,500,5-10 years
2832,2026-02-06,,15.55,24,Defaulted,74615.15,530,<1 year
2833,2032-02-22,25744.26,12.06,48,Pending,138242.22,815,1-3 years
2834,2032-01-25,23298.84,18.01,12,Approved,50443.96,505,3-5 years
2835,2032-03-26,45087.63,4.7,48,Approved,32678.38,630,3-5 years
2836,2025-09-14,46535.27,6.16,12,Defaulted,102431.7,646,>10 years
2837,2032-02-04,19486.59,14.23,24,Rejected,32460.45,648,3-5 years
2838,2035-08-21,24841.03,10.74,36,Approved,68509.31,2000,<1 year
2839,2036-07-25,44863.69,9.86,24,Approved,75065.06,551,5-10 years
2840,2023-06-23,40432.04,4.94,60,Approved,91179.95,521,1-3 years
2841,2033-03-30,680.99,22.76,12,Approved,148915.74,693,5-10 years
2842,2031-05-11,16342.95,18.37,36,Pending,48727.62,695,<1 year
2843,2024-12-27,21377.82,6.11,24,Pending,68848.33,466,1-3 years
2844,2033-04-18,11870.96,4.9,36,Pending,37191.22,751,>10 years
2845,2028-02-19,10378.79,24.46,48,Rejected,98989.76,437,3-5 years
2846,2034-01-16,2370.33,18.15,12,Approved,114597.51,509,3-5 years
2847,2025-09-16,32346.8,12.48,60,Approved,-82669.99,513,>10 years
2848,2033-04-02,13494.26,18.59,48,Approved,51958.06,-50,<1 year
2849,2030-05-10,3091.19,19.76,36,Approved,100715.47,534,>10 years
2850,2024-02-24,11933.48,20.27,24,Approved,90090.5,696,<1 year
2851,2024-08-16,40194.74,13.77,12,Pending,42254.14,603,1-3 years
2852,2027-11-10,42648.71,12.74,60,Rejected,72738.65,408,5-10 years
2853,2029-09-25,24411.78,3.74,24,Rejected,76575.62,689,5-10 years
2854,2025-07-24,21095.5,23.42,60,Rejected,147740.31,419,>10 years
2855,2033-06-05,48903.76,16.47,12,Pending,130407.16,509,3-5 years
2856,2023-11-28,10427.95,7.87,36,Rejected,115468.2,726,>10 years
2857,2032-06-11,11160.28,23.27,60,Approved,135541.01,843,3-5 years
2858,2030-05-26,14947.43,23.17,12,Defaulted,115612.97,629,>10 years
2859,2033-12-20,9051.49,24.77,60,Approved,137442.24,525,>10 years
2860,2033-08-04,19278.6,22.29,24,Approved,27091.9,446,5-10 years
2861,2034-07-02,45586.29,24.95,60,Approved,79288.61,639,3-5 years
2862,2023-07-21,30959.72,8.76,24,Defaulted,117096.78,479,5-10 years
